Subject,Code,Title,Prerequisites
PHIL,PHIL 130,Metaphysics,upper-division standing or consent of instructor
PHIL,PHIL 131,Topics in Metaphysics,upper-division standing or consent of instructor
PHIL,PHIL 132,Epistemology,upper-division standing or consent of instructor
PHIL,PHIL 134,Philosophy of Language,upper-division standing or consent of instructor
PHIL,PHIL 136,Philosophy of Mind,upper-division standing or consent of instructor
PHIL,PHIL 137,Moral Psychology,upper-division standing or consent of instructor
PHIL,PHIL 138,Responsibility,upper-division standing or consent of instructor
PHIL,PHIL 139,Global Justice,upper-division standing or consent of instructor
PHIL,PHIL 140,Free Will,upper-division standing or consent of instructor
PHIL,PHIL 141,The Meaning of Life,upper-division standing or consent of instructor
PHIL,PHIL 142,Philosophy of Emotion,upper-division standing or consent of instructor
PHIL,PHIL 143,Philosophy of Perception,upper-division standing or consent of instructor
PHIL,PHIL 145,Philosophy of Science,upper-division standing or consent of instructor
PHIL,PHIL 146,Philosophy of Physics,upper-division standing or consent of instructor
PHIL,PHIL 147,Philosophy of Biology,upper-division standing or consent of instructor
PHIL,PHIL 148,Philosophy and the Environment,upper-division standing or consent of instructor
PHIL,PHIL 149,Philosophy of Psychology,upper-division standing or consent of instructor
PHIL,PHIL 150,Philosophy of the Cognitive Sciences,upper-division standing or consent of instructor
PHIL,PHIL 151,Philosophy of Neuroscience,upper-division standing or consent of instructor
PHIL,PHIL 152,Philosophy of Social Science,upper-division standing or consent of instructor
PHIL,PHIL 153,Philosophy and Animals,upper-division standing or consent of instructor
PHIL,PHIL 155,Mexican Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 156,Latinx Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 157,Topics in Latin American and Latinx Philosophy,PHIL 35 or consent of instructor
PHIL,PHIL 158,Topics in Chinese Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 159,Metaethics,upper-division standing or consent of instructor
PHIL,PHIL 160,Ethical Theory,upper-division standing or consent of instructor
PHIL,PHIL 161,Topics in the History of Ethics,upper-division standing or consent of instructor
PHIL,PHIL 162,Contemporary Moral Issues,upper-division standing or consent of instructor
PHIL,PHIL 163,Biomedical Ethics,upper-division standing or consent of instructor
PHIL,PHIL 164,Technology and Human Values,upper-division standing or consent of instructor
PHIL,PHIL 165,"Freedom, Equality, and the Law",upper-division standing or consent of instructor
PHIL,PHIL 166,Classics in Political Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 167,Contemporary Political Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 168,Philosophy of Law,upper-division standing or consent of instructor
PHIL,PHIL 169,Feminism and Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 170,Philosophy and Race,upper-division standing or consent of instructor
PHIL,PHIL 171,Topics in Philosophy of Law,upper-division standing or consent of instructor
PHIL,PHIL 172,Topics in Political Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 173,Topics in Bioethics,upper-division standing or consent of instructor
PHIL,PHIL 174,Data Ethics,upper-division standing or consent of instructor
PHIL,PHIL 175,Aesthetics,upper-division standing or consent of instructor
PHIL,PHIL 176,Philosophy of Culture,upper-division standing or consent of instructor
PHIL,PHIL 177,Philosophy and Literature,upper-division standing or consent of instructor
PHIL,PHIL 178,Topics in German Philosophy Translation—Intermediate,consent of instructor and preauthorization
PHIL,PHIL 179,Topics in German Philosophy Translation—Advanced,consent of instructor or completion of PHIL 178
PHIL,PHIL 180,Phenomenology,upper-division standing or consent of instructor
PHIL,PHIL 181,Existentialism,upper-division standing or consent of instructor
PHIL,PHIL 183,Topics in Continental Philosophy,upper-division standing or consent of instructor
PHIL,PHIL 184,Philosophy and Film,upper-division standing or consent of instructor
PHIL,PHIL 185,Philosophy of Religion,upper-division standing or consent of instructor
PHIL,PHIL 186,Authoritarianism,upper-division standing or consent of instructor
PHIL,PHIL 189,Applied Ethics,upper-division standing and consent of instructor
PHIL,PHIL 191A,Philosophy Honors,department approval; consent of instructor
PHIL,PHIL 191B,The Honors Essay,consent of instructor
PHIL,PHIL 195P,Pedagogy and Learning Apprenticeship,upper-division standing and consent of instructor
PHIL,PHIL 199,Directed Individual Study,consent of instructor
PHIL,PHIL 200,Proseminar,N/A
PHIL,PHIL 201A,Core Course in History,N/A
PHIL,PHIL 202,Core Course in Ethics,N/A
PHIL,PHIL 204A,Core Course in Philosophy of Science,N/A
PHIL,PHIL 205A,Core Course in Metaphysics,N/A
PHIL,PHIL 206A,Core Course in Epistemology,N/A
PHIL,PHIL 207,Core Course in Philosophy of Mind,graduate standing or consent of instructor
PHIL,PHIL 208,Core Course in Philosophy of Language,graduate status or consent of instructor
PHIL,PHIL 209A,Introduction to Science Studies: Part I,N/A
PHIL,PHIL 209B,Seminar in Science Studies,N/A
PHIL,PHIL 209C,Colloquium in Science Studies,N/A
PHIL,PHIL 209D,Introduction to Science Studies Part II,N/A
PHIL,PHIL 210,Greek Philosophy,N/A
PHIL,PHIL 214,Early Modern Philosophy,N/A
PHIL,PHIL 215,Eighteenth-Century Philosophy,N/A
PHIL,PHIL 216,Nineteenth-Century Philosophy,N/A
PHIL,PHIL 218,Contemporary Analytical Philosophy,N/A
PHIL,PHIL 220,"Agency, Responsibility, and Freedom",N/A
PHIL,PHIL 222,Philosophy of Logic,N/A
PHIL,PHIL 230,Metaphysics,N/A
PHIL,PHIL 232,Epistemology,N/A
PHIL,PHIL 234,Philosophy of Language,N/A
PHIL,PHIL 236,Philosophy of Mind,N/A
PHIL,PHIL 245,Philosophy of Science,N/A
PHIL,PHIL 246,Philosophy of Physics,graduate standing or consent of instructor
PHIL,PHIL 247,Philosophy of Biology,N/A
PHIL,PHIL 250A,Philosophy of the Cognitive Sciences,N/A
PHIL,PHIL 256,Latin American Philosophy,N/A
PHIL,PHIL 260,Ethics,N/A
PHIL,PHIL 263,Bioethics,N/A
PHIL,PHIL 267,Political Philosophy,N/A
PHIL,PHIL 271,"Agency, Morality, and Psychology Research Group",N/A
PHIL,PHIL 275,German Philosophy Reading Group,N/A
PHIL,PHIL 277,Phenomenology Reading Group,N/A
PHIL,PHIL 278,Topics and Methods in Contemporary Philosophy,N/A
PHIL,PHIL 280,Philosophy of Science Topics and Methods,N/A
PHIL,PHIL 281,History of Philosophy Research and Methods,N/A
PHIL,PHIL 282,Topics and Methods in Ethics,N/A
PHIL,PHIL 283,Topics and Methods in Latin American Philosophy,N/A
PHIL,PHIL 284,Philosophy of Biology Research Group,graduate standing or consent of instructor
PHIL,PHIL 285,Seminar on Special Topics,N/A
PHIL,PHIL 286,Philosophy of Physics Reading Group,graduate standing or consent of instructor
PHIL,PHIL 287,Greek Reading Group,graduate standing or consent of instructor
PHIL,PHIL 288,Latin Reading Group,graduate standing or consent of instructor
PHIL,PHIL 290,Directed Independent Study,N/A
PHIL,PHIL 292,Writing Workshop,N/A
PHIL,PHIL 295,Research Topics,N/A
PHIL,PHIL 299,Thesis Research,N/A
PHIL,PHIL 500,Apprentice Teaching,N/A
PHYS,PHYS 1A,Mechanics,N/A
PHYS,PHYS 1AL,Mechanics Laboratory,N/A
PHYS,PHYS 1B,Electricity and Magnetism,"PHYS 1A or 2A, and MATH 10B or 20B"
PHYS,PHYS 1BL,Electricity and Magnetism Laboratory,N/A
PHYS,PHYS 1C,"Waves, Optics, and Modern Physics",N/A
PHYS,PHYS 1CL,"Waves, Optics, and Modern Physics Laboratory",N/A
PHYS,PHYS 2A,Physics—Mechanics,MATH 10A-B or 20A or 20B or 20C or 31BH
PHYS,PHYS 2B,Physics—Electricity and Magnetism,N/A
PHYS,PHYS 2BL,Physics Laboratory—Mechanics,PHYS 2A or 4A
PHYS,PHYS 2C,"Physics—Fluids, Waves, Thermodynamics, and Optics",N/A
PHYS,PHYS 2CL,Physics Laboratory—Electricity and Magnetism,"PHYS 2A or 4A, and 2B or 4C"
PHYS,PHYS 2D,Physics—Relativity and Quantum Physics,"PHYS 2A or 4A, 2B, and MATH 20D"
PHYS,PHYS 2DL,Physics Laboratory—Modern Physics,PHYS 2BL or 2CL
PHYS,PHYS 4A,Physics for Physics Majors–Mechanics,MATH 20A
PHYS,PHYS 4B,"Physics for Physics Majors—Fluids, Waves, Statistical and Thermal Physics",PHYS 4A and MATH 20A-B
PHYS,PHYS 4C,Physics for Physics Majors—Electricity and Magnetism,"PHYS 4A-B or PHYS 2A-B-C, MATH 20A-B-C or 31BH, and 18 or 20F or 31AH"
PHYS,PHYS 4D,"Physics for Physics Majors—Electromagnetic Waves, Special Relativity and Optics","PHYS 4A-B-C or the combination of PHYS 4C and PHYS 2A-B-C, MATH 20A-B-C or 31BH, 20E or 31CH, and 18 or 20F or 31AH"
PHYS,PHYS 4E,Physics for Physics Majors—Quantum Physics,N/A
PHYS,PHYS 8,Physics of Everyday Life,N/A
PHYS,PHYS 10,Concepts in Physics,N/A
PHYS,PHYS 11,Survey of Physics,MATH 10A or 20A
PHYS,PHYS 12,Energy and the Environment,N/A
PHYS,PHYS 30,Poetry for Physicists,CAT 2 or DOC 2 or HUM 1 or MCWP 40 or MMW 12 or WARR 11A or WCWP 10A and CAT 3 or DOC 3 or HUM 2 or MCWP 50 or MMW 13 or WARR 11B or WCWP 10B
PHYS,PHYS 39,Physics Introductory Special Topics,N/A
PHYS,PHYS 39L,Physics Introductory Special Topics Lab,N/A
PHYS,PHYS 41,Scientific Computing with Python,MATH 20A
PHYS,PHYS 87,First-year Seminar,N/A
PHYS,PHYS 98,Directed Group Study,N/A
PHYS,PHYS 99,Independent Study,lower-division standing
PHYS,PHYS 100A,Electromagnetism I,"PHYS 4A-B-C-D; MATH 20A, 20B, 20C or 31BH, 20D, 20E or 31CH, and 18 or 20F or 31AH"
PHYS,PHYS 100B,Electromagnetism II,"PHYS 100A, MATH 20A, 20B, 20C or 31BH, 20D, 20E or 31CH, and 18 or 20F or 31AH"
PHYS,PHYS 100C,Electromagnetism III,PHYS 100B
PHYS,PHYS 105A,Mathematical and Computational Physics I,"PHYS 4B-C-D-E, MATH 20A-B-C or 31BH, 20D, 20E or 31CH, and 18 or 20F or 31AH"
PHYS,PHYS 105B,Mathematical and Computational Physics II,N/A
PHYS,PHYS 110A,Mechanics I,"PHYS 4A-B-C-D, MATH 20A-B-C or 31BH, 20D, 20E or 31CH, and 18 or 20F or 31AH"
PHYS,PHYS 110B,Mechanics II,"PHYS 110A, MATH 20A-B-C or 31BH, 20D, 20E or 31CH, and 18 or 20F or 31AH"
PHYS,PHYS 113,Quantum Information is Physical,PHYS 130A-B
PHYS,PHYS 116,Fluid Dynamics for Physicists,PHYS 100B and 110B
PHYS,PHYS 120,Circuits and Electronics,"PHYS 4A-B-C, and 2CL"
PHYS,PHYS 122,Experimental Techniques,PHYS 120
PHYS,PHYS 124,Laboratory Projects,PHYS 120
PHYS,PHYS 130A,Quantum Physics I,"PHYS 4A-B-C-D-E, 100A, 110A"
PHYS,PHYS 130B,Quantum Physics II,PHYS 100B and 130A
PHYS,PHYS 130C,Quantum Physics III,PHYS 130B
PHYS,PHYS 133,Condensed Matter/Materials Science Laboratory,PHYS 2CL and 2DL
PHYS,PHYS 136,Nuclear Physics,"PHYS 4D, 100A, 130A"
PHYS,PHYS 137,String Theory,"PHYS 100A, 110A, and 130A"
PHYS,PHYS 139,Physics Special Topics,"PHYS 2A-B-C-D or 4A-B-C-D-E, MATH 20A-B-C or 31BH, and 18 or 20F or 31AH"
PHYS,PHYS 140A,Statistical and Thermal Physics I,PHYS 130A
PHYS,PHYS 140B,Statistical and Thermal Physics II,PHYS 130B and 140A
PHYS,PHYS 141,Computational Physics I: Probabilistic Models and Simulations,upper-division standing
PHYS,PHYS 142,Computational Physics II: PDE and Matrix Models,upper-division standing
PHYS,PHYS 151,Elementary Plasma Physics,MATH 20D
PHYS,PHYS 152A,Condensed Matter Physics,PHYS 130A or CHEM 130
PHYS,PHYS 152B,Electronic Materials,PHYS 152A
PHYS,PHYS 154,Elementary Particle Physics,PHYS 130B
PHYS,PHYS 160,Stars and Compact Objects,4A-B-C-D-E
PHYS,PHYS 161,Black Holes,PHYS 4A-B-C-D-E
PHYS,PHYS 162,Modern Cosmology,PHYS 4A-B-C-D-E
PHYS,PHYS 170,Medical Instruments: Principles and Practice,"PHYS 1B or 2B or 4C, and 1C or 2C or 4B"
PHYS,PHYS 173,Modern Physics Laboratory: Biological and Quantum Physics,PHYS 120 and BILD 1 and CHEM 7L
PHYS,PHYS 175,Biological Physics,CHEM 126 or 131 or 132 or the combination of PHYS 100A and 110A
PHYS,PHYS 176,Quantitative Microbiology,PHYS 140A
PHYS,PHYS 177,Physics of the Cell,upper-division standing
PHYS,PHYS 178,Biophysics of Neurons and Networks,upper-division standing
PHYS,PHYS 191,Undergraduate Seminar on Physics,PHYS 2A or 4A
PHYS,PHYS 192,Senior Seminar in Physics,N/A
PHYS,PHYS 198,Directed Group Study,consent of instructor and departmental chair
PHYS,PHYS 199,Research for Undergraduates,consent of instructor and departmental chair
PHYS,PHYS 199H,Honors Thesis Research for Undergraduates,admission to the Honors Program in Physics
PHYS,PHYS 200A,Theoretical Mechanics I,N/A
PHYS,PHYS 200B,"Dynamics: Deterministic, Stochastic, Statistical",PHYS 200A
PHYS,PHYS 201,Mathematical Methods for Physics,N/A
PHYS,PHYS 202,Estimation and Scaling in Physics,N/A
PHYS,PHYS 203A,Advanced Classical Electrodynamics I,N/A
PHYS,PHYS 203B,Advanced Classical Electrodynamics II,PHYS 203A
PHYS,PHYS 210A,Equilibrium Statistical Mechanics,"PHYS 200A, 212A-B"
PHYS,PHYS 210B,Nonequilibrium Statistical Mechanics,PHYS 210A
PHYS,PHYS 211A,Solid-State Physics I,N/A
PHYS,PHYS 211B,Solid-State Physics II,PHYS 210A and PHYS 211A
PHYS,PHYS 212A,Quantum Mechanics I,N/A
PHYS,PHYS 212B,Quantum Mechanics II,PHYS 212A
PHYS,PHYS 212C,Quantum Mechanics III,PHYS 212A-B
PHYS,PHYS 213,Quantum Information is Physical,N/A
PHYS,PHYS 214,Physics of Elementary Particles,PHYS 215A
PHYS,PHYS 215A,Quantum Fields I,PHYS 212C
PHYS,PHYS 215B,Quantum Fields II,PHYS 215A
PHYS,PHYS 215C,Quantum Fields III,PHYS 215A-B
PHYS,PHYS 215D,Selected Topics in Quantum Fields,PHYS 215B
PHYS,PHYS 216,Fluid Dynamics for Physicists,N/A
PHYS,PHYS 217,Field Theory and the Renormalization Group,PHYS 210A
PHYS,PHYS 218A,Plasma Physics I,N/A
PHYS,PHYS 218B,Plasma Physics II,PHYS 218A
PHYS,PHYS 218C,Plasma Physics III,PHYS 218B
PHYS,PHYS 219,Condensed Matter/Materials Science Laboratory,PHYS 211A
PHYS,PHYS 220,Group Theoretical Methods in Physics,PHYS 212C
PHYS,PHYS 221A,Nonlinear and Nonequilibrium Dynamics of Physical Systems,PHYS 200B
PHYS,PHYS 222A,Experimental Methods for Particle Physics,PHYS 214 and PHYS 215A
PHYS,PHYS 225A-B,General Relativity,N/A
PHYS,PHYS 225C,General Relativity,PHYS 225A-B
PHYS,PHYS 227,Cosmology,N/A
PHYS,PHYS 228,High-Energy Astrophysics and Compact Objects,N/A
PHYS,PHYS 230,Advanced Solid-State Physics,PHYS 211B
PHYS,PHYS 232,Electronic Materials,PHYS 211A
PHYS,PHYS 233,Collider Physics,PHYS 214 and PHYS 215A
PHYS,PHYS 235,Nonlinear Plasma Theory,PHYS 218C
PHYS,PHYS 237,Introduction to the Standard Model and Beyond,PHYS 215B
PHYS,PHYS 239,Special Topics,N/A
PHYS,PHYS 241,Computational Physics I: Probabilistic Models and Simulations,N/A
PHYS,PHYS 242,Computational Physics II: PDE and Matrix Models,N/A
PHYS,PHYS 243,Stochastic Methods,N/A
PHYS,PHYS 244,Parallel Computing in Science and Engineering,N/A
PHYS,PHYS 250,Condensed Matter Physics Seminar,N/A
PHYS,PHYS 251,High-Energy Physics Seminar,N/A
PHYS,PHYS 252,Plasma Physics Seminar,N/A
PHYS,PHYS 253,Astrophysics and Cosmology Seminar,N/A
PHYS,PHYS 254,Biophysics Seminar,N/A
PHYS,PHYS 255,Biophysics Research Talks,N/A
PHYS,PHYS 257,High-Energy Physics Special Topics Seminar,N/A
PHYS,PHYS 258,Astrophysics and Space Physics Special Topics Seminar,N/A
PHYS,PHYS 259A,Methods in Quantitative Biology,N/A
PHYS,PHYS 259B,Concepts and Methods in Quantitative Physiology,PHYS 259A or 256
PHYS,PHYS 260,Physics Colloquium,N/A
PHYS,PHYS 261,Seminar on Physics Research at UC San Diego,N/A
PHYS,PHYS 264,Scientific Method Seminar,N/A
PHYS,PHYS 270A,Experimental Techniques for Quantitative Biology,department approval required
PHYS,PHYS 270B,Quantitative Biology Laboratory,PHYS 270A
PHYS,PHYS 273,Information Theory and Pattern Formation in Biological Systems,N/A
PHYS,PHYS 274,Stochastic Processes in Population Genetics,N/A
PHYS,PHYS 275,Biological Physics,N/A
PHYS,PHYS 276,Quantitative Microbiology,N/A
PHYS,PHYS 277,Physics of the Cell,N/A
PHYS,PHYS 278,Biophysics of Neurons and Networks,N/A
PHYS,PHYS 279,Neurodynamics,N/A
PHYS,PHYS 281,Extensions in Physics,N/A
PHYS,PHYS 282,Spatiotemporal Dynamics of Biological Systems,N/A
PHYS,PHYS 295,MS Thesis Research in Materials Physics,N/A
PHYS,PHYS 297,Special Studies in Physics,instructor and department approval required
PHYS,PHYS 298,Directed Study in Physics,instructor and department approval required
PHYS,PHYS 299,Thesis Research in Physics,instructor and department approval required
PHYS,PHYS 500,Instruction in Physics Teaching,N/A
POLI,POLI 5 or 5R or 5D or 5DR,Data Analytics for the Social Sciences,N/A
POLI,POLI 10 or 10R or 10D or 10DR,Introduction to Political Science: American Politics,N/A
POLI,POLI 11 or 11R or 11D or 11DR,Introduction to Political Science: Comparative Politics,N/A
POLI,POLI 12 or 12R or 12D or 12DR,Introduction to Political Science: International Relations,N/A
POLI,POLI 13 or 13R or 13D or 13DR,Power and Justice,N/A
POLI,POLI 27 or 27R,Ethics and Society,"CAT 2 and 3, DOC 2 and 3, MCWP 40 and 50, HUM 1 and 2, WCWP 10A–B, or WARR 11A–B, SYN 1 and SYN 2, CCE 1 and CCE 2"
POLI,POLI 28 or 28R,Ethics and Society II,PHIL/POLI 27
POLI,POLI 30 or 30D,Political Inquiry,N/A
POLI,POLI 40,Introduction to Law and Society,N/A
POLI,POLI 87,First-year Student Seminar,N/A
POLI,POLI 90,Undergraduate Seminar,N/A
POLI,POLI 99H,Independent Study,"student must be of first-year class standing, and a Regents Scholar; approved Special Studies form"
POLI,POLI 100A,The Presidency,N/A
POLI,POLI 100B,The U,N/A
POLI,POLI 100C,American Political Parties,N/A
POLI,POLI 100DA,"Voting, Campaigning, and Elections",N/A
POLI,POLI 100E,Interest Group Politics,sophomore standing
POLI,POLI 100F,Social Networks,N/A
POLI,POLI 100G,How to Win or Lose an Election,N/A
POLI,POLI 100H,Race and Ethnicity in American Politics,N/A
POLI,POLI 100I,Participation and Inequality,upper-division standing
POLI,POLI 100J,Race in American Political Development,upper-division standing
POLI,POLI 100K,Railroads and American Politics,upper-division standing
POLI,POLI 100M,Political Psychology,upper-division standing
POLI,POLI 100N,Politics in Washington,department approval is required
POLI,POLI 100O,Perspectives on Race,upper-division standing
POLI,POLI 100P,Economic Entrepreneurs and American Politics,upper-division standing
POLI,POLI 100Q,Advanced Topics in Racial Politics,N/A
POLI,POLI 100T,Business and Politics,N/A
POLI,POLI 100U,"Games, Strategy, and Politics",N/A
POLI,POLI 100V,Organized Interests,upper-division standing
POLI,POLI 100W,"Politics, Policy, and Educational Inequality",POLI 30 or POLI 30D
POLI,POLI 100X,Data Analysis and United States Politics,POLI 5D/POLI 5D/ECON 5 or POLI 30D
POLI,POLI 100Y,Asian American Politics in the United States,upper-division standing
POLI,POLI 101A,Black Politics in the US,N/A
POLI,POLI 101E,"The Politics of Race, Ethnicity, and Immigration",N/A
POLI,POLI 102C,American Political Development,N/A
POLI,POLI 102D,Voting Rights Act: Fifty Years Later,N/A
POLI,POLI 102E,Urban Politics,N/A
POLI,POLI 102F,Mass Media and Politics,N/A
POLI,POLI 102G,Special Topics in American Politics,N/A
POLI,POLI 102J,Advanced Topics in Urban Politics,upper-division standing
POLI,POLI 102K,The Urban Underclass,upper-division standing
POLI,POLI 102L,The Politics of Regulation,upper-division standing
POLI,POLI 103A,California Government and Politics,N/A
POLI,POLI 103B,Politics and Policymaking in Los Angeles,upper-division standing
POLI,POLI 103C,Politics and Policymaking in San Diego,upper-division standing or consent of instructor
POLI,POLI 103D,California Local Government: Finance and Administration,upper-division standing
POLI,POLI 104A,The Supreme Court and the Constitution,N/A
POLI,POLI 104B,Civil Liberties—Fundamental Rights,N/A
POLI,POLI 104C,Civil Liberties—The Rights of the Accused and Minorities,upper-division standing
POLI,POLI 104D,Judicial Politics,N/A
POLI,POLI 104E,Environmental Law and Policy,upper-division standing
POLI,POLI 104F,Constitutional Law,POLI 104A-B
POLI,POLI 104G,Election Law,upper-division standing
POLI,POLI 104I,Law and Politics—Courts and Political Controversy,N/A
POLI,POLI 104J,Introduction to Legal Reasoning,"POLI 104A or 104B, upper-division standing"
POLI,POLI 104K,Legal Argument Formulation,POLI 104J
POLI,POLI 104L,Positive Political Theory of Law,N/A
POLI,POLI 104M,Law and Sex,upper-division standing
POLI,POLI 104N,Race and Law,N/A
POLI,POLI 104P,"Science, Technology, and the Law",upper-division standing
POLI,POLI 104T,"Survey in Evidence, Civil Procedure, and Criminal Law",upper-division standing and POLI 104J
POLI,POLI 104U,Introduction to Business Law,N/A
POLI,POLI 104V,Public Law: Special Topics,N/A
POLI,POLI 105A,Latino Politics in the US,upper-division standing
POLI,POLI 108,Politics of Multiculturalism,upper-division standing
POLI,POLI 109,Congressional Simulation,N/A
POLI,POLI 110A,Citizens and Saints: Political Thought from Plato to Augustine,N/A
POLI,POLI 110B,"Sovereigns, Subjects, and the Modern State: Political Thought from Machiavelli to Rousseau",N/A
POLI,POLI 110C,Revolution and Reaction: Political Thought from Kant to Nietzsche,N/A
POLI,POLI 110DA,Freedom and Discipline: Political Thought in the Twentieth Century,N/A
POLI,POLI 110EA,American Political Thought from Revolution to Civil War,N/A
POLI,POLI 110EB,American Political Thought from Civil War to Civil Rights,N/A
POLI,POLI 110EC,American Political Thought: Contemporary Debates,N/A
POLI,POLI 110ED,Seminar in American Political Thought,upper-division standing; department stamp
POLI,POLI 110G,International Political Thought,N/A
POLI,POLI 110H,Democracy and Its Critics,N/A
POLI,POLI 110J,Power in American Society,N/A
POLI,POLI 110K,Liberty and Equality,N/A
POLI,POLI 110M,Green Political Thought,upper-division standing
POLI,POLI 110N,Theories of Nationalism,upper-division standing
POLI,POLI 110T,Modern Political Ideologies,N/A
POLI,POLI 111B,Global Justice in Theory and Action,N/A
POLI,POLI 111D,Changing Harmful Social Norms,N/A
POLI,POLI 112A,Economic Theories of Political Behavior,N/A
POLI,POLI 112B,Game Theory in Political Science I,upper-division standing
POLI,POLI 112C,Political Theory and Artistic Vision,upper-division standing
POLI,POLI 112D,Game Theory in Political Science II,upper-division standing and POLI 112B or POLI 118
POLI,POLI 113A,East Asian Thought in Comparative Perspective,upper-division standing
POLI,POLI 113B,Chinese and Japanese Political Thought I,upper-division standing for POLI 113B
POLI,POLI 113C,Chinese and Japanese Political Thought II,POLI 113B
POLI,POLI 114B,Marxist Political Thought,N/A
POLI,POLI 115A,Gender and Politics,N/A
POLI,POLI 116A,Feminist Theory,upper-division standing
POLI,POLI 117,Bending the Curve: Solutions to Climate Change,upper-division standing
POLI,POLI 117R,Bending the Curve,upper-division standing
POLI,POLI 118B,The Political Theory of Liberation Theology,upper-division standing and POLI 13 or POLI 13D
POLI,POLI 119A,Special Topics in Political Theory,N/A
POLI,POLI 120,The Politics of Refuge,N/A
POLI,POLI 120A,Political Development of Western Europe,N/A
POLI,POLI 120B,The German Political System,N/A
POLI,POLI 120C,Politics in France,N/A
POLI,POLI 120D,"Germany: Before, During, and After Division",N/A
POLI,POLI 120E,Scandinavian Politics,upper-division standing
POLI,POLI 120F,Europe as a Political Model,N/A
POLI,POLI 120G,British Politics,N/A
POLI,POLI 120H,European Integration,N/A
POLI,POLI 120I,Politics in Italy,N/A
POLI,POLI 120J,Politics and Revolution I: The Politics of the French Revolution,"for POLI 120J, one lower-division political science course; for POLI 220J, graduate standing"
POLI,POLI 120K,Comparative Legislatures,N/A
POLI,POLI 120N,Contention and Conflict in Africa,N/A
POLI,POLI 120P,Africa’s Success Stories,N/A
POLI,POLI 120Q,Ethnic Politics,upper-division standing
POLI,POLI 121,Government and Politics of the Middle East,upper-division standing
POLI,POLI 121B,Politics in Israel,N/A
POLI,POLI 121D,Digital Politics,N/A
POLI,POLI 122,Politics of Human Rights,upper-division standing
POLI,POLI 122D,Abuse of Power,upper-division standing
POLI,POLI 123,Politics of Empire in Comparative Perspective,upper-division standing
POLI,POLI 124,Israeli-Palestinian Conflict,N/A
POLI,POLI 124A,Political Consequences of Electoral Systems,N/A
POLI,POLI 125,"Gender, Politics, and Globalization",N/A
POLI,POLI 125A,Communities and the Environment,N/A
POLI,POLI 125B,The Politics of Food in a Global Economy,N/A
POLI,POLI 125D,Corruption in Developing Countries,N/A
POLI,POLI 125E,The Politics of Conservation in Developing Countries,upper-division standing
POLI,POLI 126,Political Economy of Development,upper-division standing
POLI,POLI 126AA,Fundamentals of Political Economy: Modern Capitalism,POLI 11 or consent of instructor
POLI,POLI 126AB,Politics and Economics in Eastern Europe,upper-division standing
POLI,POLI 127,Politics of Developing Countries,upper-division standing
POLI,POLI 128,"Autocracy, Democracy, and Prosperity",N/A
POLI,POLI 129,How to Steal an Election,upper-division standing
POLI,POLI 130,Politics of Violence,N/A
POLI,POLI 130AA,The Soviet Successor States,N/A
POLI,POLI 130AD,The Politics of the Russian Revolution,N/A
POLI,POLI 130B,Politics in the People’s Republic of China,N/A
POLI,POLI 130G,Politics of Modern India,upper-division standing
POLI,POLI 131,Muslim Integration and Exclusion,N/A
POLI,POLI 131C,The Chinese Revolution,N/A
POLI,POLI 132,Political Development and Modern China,N/A
POLI,POLI 133,"Democracy, Development, and Conflict in South Asia",N/A
POLI,POLI 133A,Japanese Politics: A Developmental Perspective,N/A
POLI,POLI 133D,Political Institutions of East Asian Countries,N/A
POLI,POLI 133G,Postwar US-Japan Relations,N/A
POLI,POLI 133J,Korean Politics,upper-division standing
POLI,POLI 134,Political Parties/Development,N/A
POLI,POLI 134AA,Comparative Politics of Latin America,POLI 11 or consent of instructor
POLI,POLI 134B,Politics in Mexico,N/A
POLI,POLI 134D,Selected Topics in Latin American Politics,upper-division standing
POLI,POLI 134I,Politics in the Southern Cone of Latin America,upper-division standing
POLI,POLI 134J,Cuba: Revolution and Reform,upper-division standing
POLI,POLI 135,Comparative LGBT Politics,upper-division standing
POLI,POLI 136,Religion and Politics,upper-division standing
POLI,POLI 136A,Nationalism and Politics,upper-division standing
POLI,POLI 137,A Sports Analytics Approach to the Social Sciences,upper-division standing
POLI,POLI 137A,Comparative Political Parties and Interest Groups,upper-division standing
POLI,POLI 138D,Special Topics in Comparative Politics,N/A
POLI,POLI 140A,International Law,upper-division standing
POLI,POLI 140B,Concepts and Aspects of Revolution,upper-division standing
POLI,POLI 140C,International Crisis Diplomacy,upper-division standing
POLI,POLI 140D,International Human Rights Law: Migrant Populations,upper-division standing
POLI,POLI 142A,United States Foreign Policy,POLI 12 or consent of instructor
POLI,POLI 142D,Weapons of Mass Destruction,N/A
POLI,POLI 142I,National and International Security,N/A
POLI,POLI 142J,National Security Strategy,N/A
POLI,POLI 142K,Politics and Warfare,N/A
POLI,POLI 142L,Insurgency and Terrorism,N/A
POLI,POLI 142M,U,N/A
POLI,POLI 142N,American Defense Policy,upper-division standing
